passenger_id,name,flight_id,origin,destination,passenger_type,cabin,fare_class,special_assistance,priority_level,status
P07039,Karen Wells,FL0115,ORD,JFK,CONNECTING,Business,J,False,NORMAL,ACTIVE
P07040,Kimberly Sanchez,FL2307,NRT,HND,DIRECT,Economy,Y,False,HIGH,ACTIVE
P07041,Martin Elliott,FL0341,DXB,SIN,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07042,Larry Reynolds,FL1064,DXB,DEL,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P07043,Colton Roth,FL1197,SIN,MEL,DIRECT,Economy,Y,False,HIGH,ACTIVE
P07044,Lindsey Mendoza,FL2240,JFK,LHR,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P07045,Brandi Cunningham,FL1389,LAX,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07046,Donna Williams,FL0271,DXB,DEL,DIRECT,Business,C,False,NORMAL,ACTIVE
P07047,Tammy Morris,FL2074,BOM,DEL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07048,Robin Donovan,FL1497,DXB,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07049,Julia Williamson,FL1828,NRT,HND,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07050,Chelsea Martin,FL0908,ICN,LAX,DIRECT,Business,C,False,NORMAL,ACTIVE
P07051,David Fitzpatrick,FL2833,SIN,KUL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07052,Nathan Dillon,FL1796,LAX,ORD,DIRECT,Business,C,False,HIGH,ACTIVE
P07053,Amber Allen,FL2966,FRA,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07054,Kenneth King,FL0648,CDG,DXB,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07055,Ana Jensen MD,FL2969,DXB,JFK,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P07056,Kelli Carter,FL2116,DXB,LHR,DIRECT,First,F,False,HIGH,ACTIVE
P07057,Edward Keller,FL0286,CDG,NRT,DIRECT,Economy,Y,False,HIGH,ACTIVE
P07058,Kelly Preston,FL1410,JFK,LHR,DIRECT,Economy,M,False,HIGH,ACTIVE
P07059,Michael Rivera,FL2669,SIN,BKK,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07060,Bradley Cameron,FL1500,DOH,SIN,DIRECT,Business,J,False,NORMAL,ACTIVE
P07061,Beth Price,FL0202,SIN,KUL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07062,Jessica Graham,FL1290,JFK,LHR,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07063,Lisa Harris,FL1547,CDG,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07064,Becky Smith,FL1118,BOM,DXB,CONNECTING,Economy,B,True,NORMAL,ACTIVE
P07065,Rachel Rollins,FL1925,JFK,LHR,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07066,Christopher Ayala,FL0715,DXB,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07067,Mario Maxwell,FL0327,NRT,ICN,CONNECTING,Economy,B,False,HIGH,ACTIVE
P07068,Katherine Mcdonald,FL0367,DXB,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07069,Todd Perry,FL1467,AMS,LHR,CONNECTING,Business,J,False,NORMAL,ACTIVE
P07070,Melissa Johnson,FL0539,NRT,LAX,CONNECTING,Economy,B,False,HIGH,ACTIVE
P07071,Timothy Blair,FL2043,DXB,ICN,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P07072,Robert Smith,FL2307,NRT,HND,DIRECT,Economy,M,False,HIGH,ACTIVE
P07073,Amy Gray,FL2620,SYD,AKL,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07074,Lucas Jackson,FL1894,ORD,DFW,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07075,Elizabeth Mccoy,FL2716,LHR,BOM,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07076,Roger Bowman,FL2439,LHR,BOM,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07077,Elizabeth Brown,FL0280,HKG,SYD,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07078,Debra Leonard,FL0921,DEL,BOM,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P07079,Kara Blake,FL2520,LHR,JFK,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P07080,Jessica Fisher,FL0252,HKG,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07081,Timothy Wilkinson,FL0920,DXB,BOM,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07082,Christopher Cameron,FL1618,LHR,BOM,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07083,Jared Ballard,FL0769,ORD,LAX,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07084,Heather Bradford,FL1167,AMS,CDG,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07085,Jennifer Moses,FL0911,HKG,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07086,Jason Jones,FL0712,DEL,BOM,DIRECT,Business,C,False,NORMAL,ACTIVE
P07087,Debra Larson,FL0404,DXB,FRA,CONNECTING,Economy,B,False,HIGH,ACTIVE
P07088,Christine Mills,FL0381,FRA,SIN,DIRECT,Economy,M,False,HIGH,ACTIVE
P07089,Kevin Carrillo,FL2818,FRA,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07090,Nicole Roberson,FL0768,LHR,BOM,CONNECTING,Business,J,False,NORMAL,ACTIVE
P07091,Sarah George,FL0593,DXB,BOM,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07092,Kyle Mccarthy,FL1324,SYD,AKL,CONNECTING,Economy,B,False,HIGH,ACTIVE
P07093,Kevin Oliver,FL0692,LHR,BOM,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07094,Erik Delacruz,FL2430,FRA,NRT,DIRECT,Economy,B,False,HIGH,ACTIVE
P07095,Rebecca Clark,FL2690,DXB,NRT,DIRECT,Business,J,False,NORMAL,ACTIVE
P07096,Patricia Kim,FL0563,ICN,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07097,Carlos Walker,FL1147,BOM,DXB,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07098,Stephanie Garcia,FL2499,NRT,LAX,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P07099,Nathan Willis,FL1269,DEL,BOM,DIRECT,Economy,B,True,NORMAL,ACTIVE
P07100,Kimberly Curtis,FL0090,SYD,AKL,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07101,Susan Rivera,FL1611,ORD,JFK,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07102,Timothy Perez,FL1447,BOM,SIN,DIRECT,Economy,M,False,HIGH,ACTIVE
P07103,Michael White,FL1021,DOH,DEL,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07104,Patrick Huerta,FL2334,HKG,SYD,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07105,Brenda Lee,FL2035,DXB,DEL,DIRECT,Economy,M,False,HIGH,ACTIVE
P07106,Kiara Sexton,FL2285,NRT,HND,DIRECT,Economy,B,False,HIGH,ACTIVE
P07107,Elizabeth Serrano,FL1577,DXB,BOM,DIRECT,Economy,Y,False,HIGH,ACTIVE
P07108,Candice Sanders,FL0309,AMS,FRA,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07109,Jonathan Vasquez,FL2349,AMS,CDG,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07110,Patricia Fox,FL0132,ORD,JFK,CONNECTING,Business,J,False,NORMAL,ACTIVE
P07111,Betty Cole,FL1007,ORD,DFW,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07112,Mariah Brown,FL2979,DOH,DEL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07113,Valerie Roberts,FL0856,JFK,SFO,DIRECT,First,F,True,NORMAL,ACTIVE
P07114,Anthony Terry,FL1199,CDG,JFK,DIRECT,Business,J,False,NORMAL,ACTIVE
P07115,Mrs. Miranda Johnston,FL0699,AMS,CDG,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07116,Eric Adkins,FL0417,DXB,DOH,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07117,Kimberly Kane,FL0930,LHR,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07118,Alexander Shelton,FL1347,HKG,SIN,DIRECT,Economy,Y,False,HIGH,ACTIVE
P07119,Melissa Hanson,FL0532,DXB,NRT,DIRECT,Business,C,False,NORMAL,ACTIVE
P07120,Rebecca Lee,FL0595,LAX,JFK,DIRECT,Economy,B,True,NORMAL,ACTIVE
P07121,Dana Smith,FL0689,DOH,LHR,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07122,Tamara Moore,FL0536,JFK,SFO,DIRECT,Economy,M,False,HIGH,ACTIVE
P07123,Bryan Franco,FL1133,LAX,SFO,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P07124,Spencer Butler,FL0627,FRA,NRT,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07125,Casey Garcia,FL2605,ORD,JFK,CONNECTING,Economy,B,True,HIGH,ACTIVE
P07126,Steven Oconnor,FL2872,BOM,DXB,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07127,Jennifer Ramirez,FL2265,BOM,DEL,CONNECTING,First,F,False,NORMAL,ACTIVE
P07128,Dr. Travis Morris DDS,FL2743,CDG,NRT,CONNECTING,Business,C,False,NORMAL,ACTIVE
P07129,Johnny Garcia,FL1483,LHR,AMS,DIRECT,Business,C,False,NORMAL,ACTIVE
P07130,Dawn Jordan,FL0747,DXB,DEL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07131,Anthony Mills,FL2512,AMS,FRA,DIRECT,Business,J,False,NORMAL,ACTIVE
P07132,Richard Perry,FL1782,FRA,JFK,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07133,Brandi Vega,FL1737,ICN,NRT,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07134,Jason Gomez,FL2685,CDG,JFK,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07135,Christian Snow,FL1270,BOM,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07136,Debbie Carrillo,FL0977,BOM,DXB,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07137,Kaitlyn Phillips,FL1511,CDG,DXB,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07138,Ryan Harris,FL1243,DXB,BOM,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07139,Susan Bolton,FL2355,HKG,SIN,DIRECT,Business,J,False,HIGH,ACTIVE
P07140,Reginald Copeland,FL2544,BOM,DEL,DIRECT,Business,J,False,HIGH,ACTIVE
P07141,Sharon Cross,FL2189,AMS,CDG,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P07142,Tyler Russell,FL0932,BOM,DXB,DIRECT,First,F,False,NORMAL,ACTIVE
P07143,Marcus Patrick,FL2435,LHR,JFK,DIRECT,Economy,B,False,HIGH,ACTIVE
P07144,Thomas Hunt,FL1801,LHR,NRT,DIRECT,Economy,M,False,HIGH,ACTIVE
P07145,Christopher Salinas,FL0588,ORD,DFW,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07146,Anthony Carr,FL0421,ORD,DFW,CONNECTING,Economy,B,False,HIGH,ACTIVE
P07147,Amanda Franklin,FL1889,DEL,DXB,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07148,Nicole Lewis,FL2780,SIN,MEL,DIRECT,Economy,M,False,HIGH,ACTIVE
P07149,Alexandria Carrillo,FL1119,SIN,KUL,DIRECT,Economy,Y,False,HIGH,ACTIVE
P07150,Samantha Alvarez,FL0918,NRT,BKK,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07151,Dr. Roberto Johnston,FL1799,LHR,FRA,DIRECT,Business,J,True,NORMAL,ACTIVE
P07152,Dr. George Hernandez,FL0729,FRA,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07153,Daniel Price,FL2305,AMS,LHR,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07154,Adam Stewart,FL2713,ICN,LAX,DIRECT,Economy,B,False,HIGH,ACTIVE
P07155,Daniel Molina,FL2027,BOM,DXB,DIRECT,Economy,B,True,NORMAL,ACTIVE
P07156,Michael Evans,FL2484,AMS,FRA,DIRECT,Economy,Y,False,HIGH,ACTIVE
P07157,Victoria Berry,FL2670,AMS,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07158,Mr. Daniel King Jr.,FL2697,JFK,LHR,DIRECT,Economy,M,False,HIGH,ACTIVE
P07159,Ronald Juarez,FL0864,JFK,LHR,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07160,Matthew Reynolds,FL1346,BOM,SIN,DIRECT,Business,J,False,NORMAL,ACTIVE
P07161,Luis Nelson,FL0870,JFK,LHR,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07162,Rhonda Williams,FL1394,DOH,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07163,Brandon Pruitt,FL2938,ICN,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07164,Pamela Cook,FL1903,NRT,BKK,CONNECTING,Business,C,False,HIGH,ACTIVE
P07165,Ryan Smith,FL0627,FRA,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07166,Erik Williams,FL2972,DXB,ICN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07167,Patrick Ortega,FL2796,JFK,SFO,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07168,Joseph Stevens,FL0832,BOM,DXB,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07169,Tina Wilson,FL1004,ICN,LAX,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07170,Jose Coleman,FL2540,ICN,LAX,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07171,Terry Mills,FL2327,ORD,JFK,DIRECT,Business,C,False,NORMAL,ACTIVE
P07172,Aaron Boyd,FL0412,SYD,AKL,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P07173,Sara Flores,FL1334,ICN,NRT,CONNECTING,Economy,B,False,HIGH,ACTIVE
P07174,Shelly Horton,FL1908,SYD,MEL,CONNECTING,First,F,False,NORMAL,ACTIVE
P07175,Destiny Duncan,FL2464,NRT,HND,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P07176,Matthew Robinson,FL2572,BOM,DXB,CONNECTING,Economy,Y,True,NORMAL,ACTIVE
P07177,Jessica Doyle,FL1227,ORD,LAX,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07178,Joshua Moran,FL1794,BOM,SIN,CONNECTING,Economy,B,False,HIGH,ACTIVE
P07179,Carol Fisher,FL0624,DEL,DXB,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07180,Dr. Daniel Sweeney,FL2173,LAX,ORD,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07181,Michael Cruz,FL2612,LHR,CDG,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07182,Kevin Sandoval,FL0616,LAX,SFO,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07183,Melanie Watson,FL0577,BOM,SIN,DIRECT,Business,J,False,NORMAL,ACTIVE
P07184,Ms. Stephanie Duran,FL2198,NRT,LAX,DIRECT,Economy,M,False,HIGH,ACTIVE
P07185,Jonathan Phillips,FL0158,SIN,NRT,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07186,James Cox,FL0856,JFK,SFO,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07187,Erik Dean,FL0987,LAX,JFK,CONNECTING,Business,C,False,NORMAL,ACTIVE
P07188,Allison Fisher,FL0204,SIN,MEL,DIRECT,Economy,M,False,HIGH,ACTIVE
P07189,Casey Hardy,FL2630,JFK,LHR,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P07190,John Cole,FL2313,ICN,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07191,Lauren Hooper,FL0537,DOH,LHR,CONNECTING,Economy,B,False,HIGH,ACTIVE
P07192,Crystal Shelton,FL0053,CDG,DXB,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07193,Amanda Hess,FL0286,CDG,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07194,Jessica Holloway,FL0205,AMS,CDG,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07195,Michelle Burton,FL0069,FRA,NRT,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P07196,Michael Arnold,FL2284,ICN,SIN,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P07197,Victoria Carpenter,FL1398,SIN,CGK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07198,Andrea Moody,FL0817,LHR,NRT,DIRECT,Economy,Y,False,HIGH,ACTIVE
P07199,Erik Harris,FL2470,ORD,LAX,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07200,Virginia Johns,FL1137,DOH,LHR,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07201,Lori Williams,FL0818,LHR,BOM,DIRECT,Economy,Y,False,HIGH,ACTIVE
P07202,Daniel Palmer,FL0880,AMS,CDG,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07203,Austin Snyder,FL1951,ICN,NRT,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P07204,Kevin Wood,FL2251,LAX,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07205,Dr. Lori Jackson,FL2524,DXB,NRT,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07206,Christine Baker,FL1735,ORD,DFW,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07207,Jennifer Warren,FL1776,JFK,BOS,DIRECT,Economy,M,False,HIGH,ACTIVE
P07208,Tina Jennings,FL2803,BOM,DXB,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07209,Chris Wheeler,FL2340,SYD,AKL,CONNECTING,Business,C,False,NORMAL,ACTIVE
P07210,Catherine Walls,FL0168,LAX,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07211,Lindsey Chen,FL2747,LHR,AMS,CONNECTING,Business,J,False,NORMAL,ACTIVE
P07212,Brandon Johns,FL0637,JFK,SFO,DIRECT,Economy,M,False,HIGH,ACTIVE
P07213,Brittney Bradley,FL0360,DOH,BOM,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07214,Kelly Hughes,FL2422,ORD,LAX,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07215,Pamela Dixon,FL1274,HKG,NRT,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P07216,Robert Banks,FL1728,DXB,ICN,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P07217,Thomas Hughes DDS,FL2803,BOM,DXB,DIRECT,Business,J,False,NORMAL,ACTIVE
P07218,Amanda Wilson,FL1433,DXB,ICN,DIRECT,Business,C,False,NORMAL,ACTIVE
P07219,Carlos Castillo,FL2620,SYD,AKL,DIRECT,Economy,M,False,HIGH,ACTIVE
P07220,Justin Hughes,FL0175,ORD,LAX,DIRECT,Economy,Y,False,HIGH,ACTIVE
P07221,Crystal Hill,FL1809,LHR,FRA,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07222,Mary Atkinson,FL0463,LHR,AMS,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07223,Lisa Gibson,FL0212,HKG,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07224,Miguel Williams,FL1865,NRT,HND,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07225,Joe Mendez PhD,FL0206,LAX,JFK,DIRECT,Business,C,False,NORMAL,ACTIVE
P07226,Sharon Barajas,FL2182,DXB,ICN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07227,Hector Griffin,FL0817,LHR,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07228,Jessica Singh,FL1663,ICN,LAX,DIRECT,Business,C,False,NORMAL,ACTIVE
P07229,Sara Barrett,FL2873,DXB,SIN,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07230,Ariel Murphy,FL0874,DOH,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07231,Melanie Saunders,FL2356,HKG,SIN,CONNECTING,First,F,False,HIGH,ACTIVE
P07232,Taylor Howard,FL2917,DOH,DEL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07233,Kelly Williamson,FL2131,DOH,SIN,DIRECT,Economy,B,False,HIGH,ACTIVE
P07234,Nancy Black,FL1886,LAX,ORD,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07235,Diana Williams,FL1514,DOH,LHR,CONNECTING,Economy,M,False,HIGH,ACTIVE
P07236,Jordan Clark,FL0372,DXB,BOM,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07237,Emily Parker,FL0985,SIN,CGK,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07238,Mr. Thomas Garcia,FL2585,SIN,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07239,Darrell Wong,FL0839,LHR,AMS,DIRECT,Economy,Y,False,HIGH,ACTIVE
P07240,Anthony Morales,FL1881,DXB,JFK,DIRECT,Economy,B,False,HIGH,ACTIVE
P07241,Ashley Burton MD,FL1451,ICN,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07242,Kimberly Jones,FL1214,DEL,SIN,DIRECT,Economy,M,True,NORMAL,ACTIVE
P07243,Mark Johns,FL2744,NRT,HND,DIRECT,Economy,M,False,HIGH,ACTIVE
P07244,Jeremy Brown,FL0353,LHR,NRT,CONNECTING,Business,C,False,NORMAL,ACTIVE
P07245,Crystal Beltran,FL0847,DOH,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07246,Lori Howard,FL0100,HKG,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07247,Deborah Cherry,FL0373,FRA,NRT,DIRECT,Economy,M,False,HIGH,ACTIVE
P07248,Elaine Herman,FL2419,SIN,SYD,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07249,Sabrina Henderson DVM,FL2873,DXB,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07250,Robin Jones,FL0061,AMS,CDG,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P07251,Chad Flores,FL0470,AMS,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07252,Jonathan Stanley,FL1632,ORD,LAX,DIRECT,Economy,M,False,HIGH,ACTIVE
P07253,Heather Duffy,FL2155,DOH,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07254,Michael Moore,FL1956,NRT,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07255,Maureen Bates,FL2288,SIN,SYD,DIRECT,Business,J,False,HIGH,ACTIVE
P07256,Jordan Nixon,FL2616,DXB,SIN,CONNECTING,Economy,B,False,HIGH,ACTIVE
P07257,Christine Johnson,FL1103,MEL,PER,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07258,Ann Hansen,FL1212,NRT,SIN,CONNECTING,Business,J,False,NORMAL,ACTIVE
P07259,Mary Day,FL0966,FRA,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07260,Cristina Thompson MD,FL1042,SIN,CGK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07261,Nancy Jones,FL1009,FRA,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07262,Patrick Medina,FL2526,DXB,FRA,DIRECT,First,F,False,NORMAL,ACTIVE
P07263,Rebecca Johnson,FL0157,CDG,DXB,DIRECT,Business,C,True,NORMAL,ACTIVE
P07264,Daniel Carter,FL1862,LHR,AMS,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07265,John Scott,FL0710,SIN,SYD,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P07266,Bryan Paul,FL1465,DXB,JFK,CONNECTING,Business,J,False,NORMAL,ACTIVE
P07267,Kimberly Santos,FL1551,DOH,LHR,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07268,Katelyn Yang,FL0957,NRT,SIN,CONNECTING,Economy,M,False,HIGH,ACTIVE
P07269,Lisa Coleman,FL0633,DXB,NRT,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07270,George Vaughan,FL2862,SIN,KUL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07271,Angela Beck,FL1055,LHR,FRA,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07272,Juan Brewer,FL0851,SIN,CGK,DIRECT,Business,C,False,NORMAL,ACTIVE
P07273,Stephanie Garcia,FL1845,ORD,LAX,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07274,Elizabeth Hill,FL2561,NRT,LAX,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07275,Michael Brown,FL2839,SIN,BKK,CONNECTING,Economy,B,False,HIGH,ACTIVE
P07276,Ruth Harris,FL1465,DXB,JFK,DIRECT,Business,C,False,NORMAL,ACTIVE
P07277,Mr. Alexander Davies,FL0803,HKG,SIN,DIRECT,Business,C,False,NORMAL,ACTIVE
P07278,Michelle Martinez,FL2123,MEL,PER,CONNECTING,Business,J,False,NORMAL,ACTIVE
P07279,Matthew Shea,FL0730,NRT,BKK,DIRECT,Economy,B,False,HIGH,ACTIVE
P07280,Patricia Johnson,FL2063,ICN,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07281,Vernon Walters,FL2615,DOH,LHR,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P07282,Nicole Andrews,FL1019,HKG,SYD,DIRECT,First,F,False,HIGH,ACTIVE
P07283,Janice Fuentes,FL2241,LHR,JFK,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07284,Steven Perry,FL2238,LAX,JFK,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07285,Bryce Francis,FL1223,DOH,LHR,DIRECT,Business,C,False,NORMAL,ACTIVE
P07286,Jennifer Cisneros MD,FL2646,DXB,DOH,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07287,Nicole Herman MD,FL0709,DEL,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P07288,Tammy Taylor,FL2114,BOM,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07289,Bethany Frazier,FL1371,DOH,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07290,Debra Chapman,FL1143,CDG,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07291,Steven Clark,FL2008,DOH,LHR,DIRECT,Business,J,False,NORMAL,ACTIVE
P07292,Jay Walker,FL2973,DXB,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07293,Hunter Yang,FL1036,LHR,NRT,DIRECT,Economy,Y,False,HIGH,ACTIVE
P07294,Sean Mendez,FL1202,DOH,DEL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P07295,Mark Hill,FL1602,ICN,LAX,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P07296,Donald Johnson,FL1385,ICN,SIN,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P07297,David Garrison,FL2355,HKG,SIN,DIRECT,Economy,M,False,HIGH,ACTIVE
P07298,Eric Foster,FL1484,LHR,BOM,DIRECT,Economy,M,False,HIGH,ACTIVE
P07299,Stephen Taylor,FL2274,LHR,NRT,DIRECT,Business,C,False,NORMAL,ACTIVE
P07300,Robin Rodriguez,FL0971,DEL,SIN,DIRECT,Business,C,False,NORMAL,ACTIVE
P07301,John Anderson,FL0542,DXB,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P07302,Keith Casey,FL1282,NRT,LAX,CONNECTING,Economy,Y,False,HIGH,ACTIVE
